name,link,ingredient,steps,nutrition,image_url
Chicken meatball saganaki with risoni,https://www.taste.com.au/recipes/chicken-meatball-saganaki-risoni/c1d7d60c-8951-4ac3-8de9-cde141284a3e#coral_thread,"[{'quantity': '500', 'unit': 'g', 'name': 'chicken mince'}, {'quantity': '1/4', 'unit': 'cup', 'name': 'fresh oregano leaves, finely chopped'}, {'quantity': '1', 'unit': 'spring', 'name': 'onion (shallot), finely chopped'}, {'quantity': '2', 'unit': 'garlic', 'name': 'cloves, crushed'}, {'quantity': '2', 'unit': 'tsp', 'name': 'finely grated lemon rind'}, {'quantity': '1', 'unit': 'tbsp', 'name': 'olive oil'}, {'quantity': '700', 'unit': 'g', 'name': 'btl passata'}, {'quantity': None, 'unit': 'Pinch', 'name': 'of caster sugar'}, {'quantity': '130', 'unit': 'g', 'name': '(1 1/4 cups) coarsely grated fresh mozzarella'}, {'quantity': '120', 'unit': 'g', 'name': 'feta, coarsely crumbled'}, {'quantity': '3/4', 'unit': 'tsp', 'name': 'dried oregano'}, {'quantity': '300', 'unit': 'g', 'name': 'dried risoni pasta'}, {'quantity': '60', 'unit': 'g', 'name': 'baby rocket leaves'}, {'quantity': None, 'unit': 'Lemon', 'name': 'wedges, to serve'}]","Preheat oven to 200C. Combine chicken, fresh oregano, spring onion, garlic and lemon rind in a bowl (do not over-mix). Season. Use wet hands to roll tablespoonfuls of mixture into balls. Transfer to a plate lined with baking paper., Heat oil in a non-stick, ovenproof frying pan over medium-high heat. Cook meatballs, turning, for 4 minutes until golden brown. Stir in passata and sugar. Top with combined cheese. Sprinkle with dried oregano and season with pepper. Bake for 10 minutes or until meatballs are cooked., Meanwhile, cook the pasta in a saucepan of salted boiling water until al dente. Drain, Serve meatballs with pasta, rocket and lemon wedges.","calories: 713, fat: 30.2g, carbs: 66.5g, protein: 46.0g, servings: 4",https://img.taste.com.au/TUUhbjba/w720-h480-cfill-q80/taste/2016/11/chicken-meatball-saganaki-with-risoni-88816-1.jpeg
Coconut tapioca with lychee and pineapple,https://www.taste.com.au/recipes/coconut-tapioca-lychee-pineapple/e6cc0c32-091d-4669-a91c-1722cf33c982#coral_thread,"[{'quantity': '1/2', 'unit': 'cup', 'name': ""(100g) McKenzie's Seed Tapioca (Sago)""}, {'quantity': '400', 'unit': 'ml', 'name': 'can coconut milk'}, {'quantity': '1', 'unit': 'vanilla', 'name': 'bean, split lengthways, seeds scraped'}, {'quantity': '1/3', 'unit': 'cup', 'name': '(90g) palm sugar, finely chopped'}, {'quantity': '1/4', 'unit': 'tsp', 'name': 'salt'}, {'quantity': '560', 'unit': 'g', 'name': 'can Coles Brand Pitted Lychees in Syrup, drained'}, {'quantity': '1/2', 'unit': 'pineapple', 'name': ', peeled, quartered, sliced'}, {'quantity': None, 'unit': 'Small', 'name': 'mint leaves, to serve'}]","Combine the tapioca, coconut milk, vanilla bean and seeds and 1 cup (250ml) water in a large saucepan. Set aside for 30 mins to soak. Place over medium heat and bring to a simmer. Reduce heat to low. Cook, stirring occasionally, for 15 mins or until tapioca is transparent. Remove from heat. Add the sugar and salt and stir to combine., Set aside for 10 mins to cool. Remove and discard the vanilla bean. Transfer to a bowl and place in the fridge for 1 hour to cool completely., Spoon tapioca among serving bowls. Top with lychee, pineapple and mint.","calories: 275, fat: 12.8g, carbs: 41.1g, protein: 1.7g, servings: 6",https://img.taste.com.au/rwk4ScSp/w720-h480-cfill-q80/taste/2016/11/coconut-tapioca-with-lychee-and-pineapple-100316-1.jpeg
Bacon and pumpkin pesto pasta,https://www.taste.com.au/recipes/bacon-pumpkin-pesto-pasta/ae9349fd-8963-4c24-8d8b-2059ec02e1ec#coral_thread,"[{'quantity': '1', 'unit': 'kg', 'name': 'kent pumpkin, deseeded, peeled, cut into 2.5cm pieces'}, {'quantity': None, 'unit': 'Olive', 'name': 'oil spray'}, {'quantity': None, 'unit': 'Salt', 'name': '& freshly ground black pepper'}, {'quantity': '400', 'unit': 'g', 'name': 'penne rigate'}, {'quantity': '300', 'unit': 'g', 'name': 'short-cut bacon, thinly sliced'}, {'quantity': '125', 'unit': 'g', 'name': '(1/2 cup) basil pesto (see notes)'}, {'quantity': None, 'unit': 'Shaved', 'name': 'parmesan, to serve'}, {'quantity': None, 'unit': 'Salt', 'name': ', to season'}]","Preheat oven to 200°C. Line a baking tray with non-stick baking paper. Place the pumpkin, in a single layer, on the prepared tray. Spray with olive oil spray and season with salt and pepper. Bake in oven for 25 minutes or until tender., Meanwhile, cook the pasta in a large saucepan of salted boiling water following packet directions or until al dente. Drain and return to the pan., Cook the bacon in a large non-stick frying pan over medium-high heat, stirring, for 5 minutes or until crisp and golden., Add the pesto to the pasta and toss until coated. Add the pumpkin and bacon and toss until well combined. Divide among serving bowls and sprinkle with parmesan. Serve immediately.","calories: 861, fat: 45.0g, carbs: 87.3g, protein: 24.7g, servings: 4",https://img.taste.com.au/cp-ZzBhi/w720-h480-cfill-q80/taste/2016/11/bacon-and-pumpkin-pesto-pasta-3735-1.jpeg
Thyme roasted chicken and cauliflower,https://www.taste.com.au/recipes/thyme-roasted-chicken-cauliflower/472d45af-b717-4eca-9afc-b03c1e7c57bb#coral_thread,"[{'quantity': '1', 'unit': 'tbsp', 'name': 'olive oil'}, {'quantity': '4', 'unit': '(about', 'name': '800g) chicken marylands'}, {'quantity': '8', 'unit': 'kipfler', 'name': 'potatoes, washed, halved lengthways'}, {'quantity': '1/2', 'unit': '(about', 'name': '600g) cauliflower, cut into florets'}, {'quantity': '2', 'unit': 'red', 'name': 'onions, cut into wedges'}, {'quantity': '1/2', 'unit': 'cup', 'name': '(125ml) dry white wine'}, {'quantity': '1/2', 'unit': 'cup', 'name': '(125ml) chicken stock'}, {'quantity': '1', 'unit': 'tbsp', 'name': 'grated horseradish'}, {'quantity': '1', 'unit': 'tbsp', 'name': 'Dijon mustard'}, {'quantity': '1/4', 'unit': 'bunch', 'name': 'thyme'}, {'quantity': None, 'unit': 'Steamed', 'name': 'green beans, to serve'}]","Preheat oven to 200°C. Heat oil1 tbsp olive oil in a roasting pan over medium heat. Add chicken4 (about 800g) chicken marylands; cook for 2-3 minutes each side or until golden brown. Transfer to a bowl., Add the potatoes8 kipfler potatoes, washed, halved lengthways to the pan and cook, turning occasionally, for 1-2 minutes or until golden. Transfer to bowl. Add the cauliflower1/2 (about 600g) cauliflower, cut into florets and onion2 red onions, cut into wedges and cook, turning occasionally, for 1 minute or until golden. Return chicken and potatoes to the pan., Combine wine1/2 cup (125ml) dry white wine, stock1/2 cup (125ml) chicken stock, horseradish1 tbsp grated horseradish and mustard1 tbsp Dijon mustard in a jug and pour over chicken. Sprinkle with thyme1/4 bunch thyme sprigs and season with salt and pepper. Remove from heat. Roast in oven for 25-30 minutes or until chicken is cooked through. Remove from oven. Serve with steamed green beansSteamed green beans, to serve, if desired.","calories: 560, fat: 15.0g, carbs: 26.3g, protein: 25.1g, servings: 4",https://img.taste.com.au/MJxLRFw5/w720-h480-cfill-q80/taste/2016/11/thyme-roasted-chicken-and-cauliflower-74877-1.jpeg
Cheat’s beef stroganoff skewers,https://www.taste.com.au/recipes/cheats-beef-stroganoff-skewers/8FFH4hnD#coral_thread,"[{'quantity': '500', 'unit': 'g', 'name': 'baby red potatoes, cut into 5mm slices'}, {'quantity': '200', 'unit': 'g', 'name': 'button mushrooms, halved'}, {'quantity': '1/4', 'unit': 'cup', 'name': 'extra virgin olive oil'}, {'quantity': '40', 'unit': 'g', 'name': 'sachet beef stroganoff recipe base'}, {'quantity': '500', 'unit': 'g', 'name': 'beef strips'}, {'quantity': '1', 'unit': 'small', 'name': 'brown onion, finely chopped'}, {'quantity': '1', 'unit': 'garlic', 'name': 'clove, crushed'}, {'quantity': '1', 'unit': 'tsp', 'name': 'smoked paprika'}, {'quantity': '300', 'unit': 'g', 'name': 'sour cream'}, {'quantity': '150', 'unit': 'g', 'name': 'mixed salad leaves'}, {'quantity': '2', 'unit': 'tbsp', 'name': 'finely chopped fresh chives'}]","Combine potato, mushroom and 1 tablespoon oil in a large bowl. Season with salt and pepper. Heat a chargrill pan on high heat. Cook mushrooms and potato for 4 minutes each side or until tender. Cool 5 minutes., Meanwhile, combine recipe base, beef and 1 tablespoon remaining oil in a medium bowl. Weave beef strips onto 16 small skewers., Heat same chargrill pan on high heat. Cook skewers, in batches, for 2 to 3 minutes, turning, until browned and cooked as desired., Meanwhile, heat remaining oil in a small saucepan on medium-high heat. Cook onion, stirring, for 5 minutes or until just starting to brown. Add garlic and paprika. Cook, stirring, for 30 seconds or until fragrant. Reduce heat to medium-low. Add sour cream. Cook, stirring, for 3 minutes or until smooth and heated through., Combine potato, mushroom and salad leaves on a large serving platter. Top with skewers and chives. Serve with warm dip.","calories: 577, fat: 33.7g, carbs: 36.7g, protein: 34.9g, servings: 4",https://img.taste.com.au/Zm1QczwT/w720-h480-cfill-q80/taste/2018/01/cheats-beef-stroganoff-skewers-134778-1.jpg
Spanish-style stuffed baked potatoes,https://www.taste.com.au/recipes/spanish-style-stuffed-baked-potatoes/fl2zfyro#coral_thread,"[{'quantity': '8', 'unit': 'small', 'name': '(125g each) red-skinned potatoes'}, {'quantity': None, 'unit': 'Olive', 'name': 'oil cooking spray'}, {'quantity': '1', 'unit': 'tbsp', 'name': 'extra virgin olive oil'}, {'quantity': '1', 'unit': 'red', 'name': 'onion, finely chopped'}, {'quantity': '1', 'unit': 'red', 'name': 'capsicum, finely chopped'}, {'quantity': '2', 'unit': 'garlic', 'name': 'cloves, crushed'}, {'quantity': '1 1/2', 'unit': 'tsp', 'name': 'mild paprika'}, {'quantity': '1', 'unit': 'tbsp', 'name': 'finely chopped fresh rosemary'}, {'quantity': '500', 'unit': 'g', 'name': 'cherry tomatoes, halved'}, {'quantity': '1/3', 'unit': 'cup', 'name': 'pimento-stuffed green olives, roughly chopped'}, {'quantity': '1/2', 'unit': 'cup', 'name': 'light sour cream'}, {'quantity': None, 'unit': 'Zest', 'name': 'of 1 lemon'}, {'quantity': '2', 'unit': 'tbsp', 'name': 'finely chopped fresh flat-leaf parsley leaves'}, {'quantity': '150', 'unit': 'g', 'name': 'green beans, trimmed, steamed, to serve'}]","Preheat oven to 220C/200C fan-forced. Line a baking tray with baking paper. Place potatoes on prepared tray. Spray with oil. Season with salt and pepper. Bake for 1 hour or until tender., Meanwhile, heat oil in a large frying pan over medium-high heat. Add onion and capsicum. Cook, stirring, for 5 minutes or until soft. Add garlic, paprika and rosemary. Cook, stirring, for 1 minute or until fragrant. Add tomato. Cook for 5 minutes or until juice is released and tomato softens. Stir in olive., Combine sour cream, 3/4 of the lemon rind and 3/4 of the parsley in a bowl. Cut a deep cross in the top of each potato. Using a clean tea towel, hold potato and squeeze base gently to open up. Fill potato with tomato mixture. Top with sour cream mixture. Sprinkle with remaining rind and parsley. Serve with beans.","calories: 295, fat: 11.7g, carbs: 43.3g, protein: 6.9g, servings: 4",https://img.taste.com.au/Pvs-CS7A/w720-h480-cfill-q80/taste/2018/05/spanish-style-stuffed-baked-potatoes-137320-1.jpg
Sweet potato and lentil patties with tzatziki,https://www.taste.com.au/recipes/sweet-potato-lentil-patties-tzatziki/XTPBp1it#coral_thread,"[{'quantity': '500', 'unit': 'g', 'name': 'peeled sweet potato, cut into 2cm cubes'}, {'quantity': '1/2', 'unit': 'tsp', 'name': 'ground cumin'}, {'quantity': '1/2', 'unit': 'tsp', 'name': 'ground coriander'}, {'quantity': '400', 'unit': 'g', 'name': 'can brown lentils, rinsed, drained'}, {'quantity': '2', 'unit': 'tbsp', 'name': 'chopped fresh coriander leaves'}, {'quantity': '30', 'unit': 'g', 'name': '(1/2 cup) (30g) fresh wholegrain gluten free breadcrumbs'}, {'quantity': '2', 'unit': 'tsp', 'name': 'extra virgin olive oil'}, {'quantity': '85', 'unit': 'g', 'name': '(1/3 cup) tzatziki, to serve'}, {'quantity': '100', 'unit': 'g', 'name': 'baby rocket leaves'}, {'quantity': '200', 'unit': 'g', 'name': 'grape tomatoes, halved'}]","Preheat oven to 200C/180C fan forced. Line a large baking tray with baking paper. Place sweet potato500g peeled sweet potato, cut into 2cm cubes on prepared tray. Lightly spray with olive oil and sprinkle with ground cumin1/2 tsp ground cumin and coriander1/2 tsp ground coriander. Roast for 25-30 minutes or until tender. Place in a bowl. Coarsely mash. Cool., Add lentils400g can brown lentils, rinsed, drained, fresh coriander2 tbsp chopped fresh coriander leaves and breadcrumbs30g (1/2 cup) (30g) fresh wholegrain gluten free breadcrumbs to the sweet potato mixture. Stir until well combined. Season. Shape mixture into eight 2cm-thick patties., Heat the oil2 tsp extra virgin olive oil in a large non-stick frying pan over medium-high heat. Cook patties, in batches, for 2-3 minutes each side or until golden. Divide tzatzki85g (1/3 cup) tzatziki, to serve among plates. Top with rocket100g baby rocket leaves, tomato200g grape tomatoes, halved and patties.","calories: 210, fat: 3.6g, carbs: 35.3g, protein: 7.7g, servings: 4",https://img.taste.com.au/O88yA0jz/w720-h480-cfill-q80/taste/2020/10/sweet-potato-and-lentil-patties-119258-1.jpg
Butter chicken,https://www.taste.com.au/recipes/butter-chicken-11/213ff29d-8002-4701-8127-1b08f9dbb50f#coral_thread,"[{'quantity': '200', 'unit': 'g', 'name': 'Greek-style natural yoghurt'}, {'quantity': '3', 'unit': 'cm', 'name': '-piece fresh ginger, finely grated'}, {'quantity': '2', 'unit': 'tbsp', 'name': 'fresh lime juice'}, {'quantity': '2', 'unit': 'garlic', 'name': 'cloves, crushed'}, {'quantity': '1', 'unit': 'tsp', 'name': 'sweet paprika'}, {'quantity': '3', 'unit': 'tsp', 'name': 'garam masala'}, {'quantity': '1 1/2', 'unit': 'tsp', 'name': 'chilli powder'}, {'quantity': '1.2', 'unit': 'kg', 'name': 'chicken thigh fillets, quartered'}, {'quantity': None, 'unit': 'Olive', 'name': 'oil spray'}, {'quantity': '1', 'unit': 'tbsp', 'name': 'vegetable oil'}, {'quantity': '1', 'unit': 'large', 'name': 'brown onion, coarsely chopped'}, {'quantity': '4', 'unit': 'cardamom', 'name': 'pods, bruised (see note)'}, {'quantity': '1', 'unit': 'tsp', 'name': 'ground cumin'}, {'quantity': '1/2', 'unit': 'tsp', 'name': 'ground nutmeg'}, {'quantity': '3', 'unit': 'tomatoes', 'name': ', finely chopped'}, {'quantity': '2', 'unit': 'tbsp', 'name': 'cashew nut spread'}, {'quantity': '400', 'unit': 'ml', 'name': 'can tomato puree'}, {'quantity': '125', 'unit': 'ml', 'name': '(1/2 cup) pouring cream'}, {'quantity': '60', 'unit': 'g', 'name': 'butter, chopped'}, {'quantity': '60', 'unit': 'ml', 'name': '(1/4 cup) fresh lemon juice'}]","Combine yoghurt, ginger, lime juice, garlic, paprika, 2 teaspoons of garam masala and 1 teaspoon of chilli powder in a bowl. Stir in the chicken. Cover and place in fridge for 2 hours to marinate., Heat a frying pan over medium-high heat. Spray with oil. Cook the chicken, in batches, for 3-5 minutes each side or until browned. Transfer to a plate., Heat oil in a non-stick frying pan over medium heat. Cook onion, stirring, for 2-3 minutes or until soft. Add cardamom, cumin, nutmeg, remaining chilli powder and remaining garam masala. Cook, stirring, for 1-2 minutes or until aromatic. Stir in tomato, cashew nut spread and tomato puree. Simmer for 2-3 minutes. Stir in the cream and butter. Add the chicken and reduce heat to low. Cook for 10 minutes or until the chicken is cooked through. Stir in the lemon juice.","calories: 554, fat: 37g, carbs: 13g, protein: 43g, servings: 6",https://img.taste.com.au/DJv9PDBl/w720-h480-cfill-q80/taste/2016/11/butter-chicken-92858-1.jpeg
Chicken cacciatore,https://www.taste.com.au/recipes/chicken-cacciatore-2/c905b9d2-b6ac-441f-b4ec-0106e8844d10#coral_thread,"[{'quantity': '3', 'unit': 'tbsp', 'name': 'olive oil'}, {'quantity': '6', 'unit': 'Coles', 'name': 'RSPCA Approved Chicken Drumsticks, trimmed of excess fat, skin on'}, {'quantity': '6', 'unit': 'chicken', 'name': 'thighs, trimmed of excess fat, skin on'}, {'quantity': '1', 'unit': 'large', 'name': 'onion, chopped'}, {'quantity': '2', 'unit': 'celery', 'name': 'sticks, chopped'}, {'quantity': '2', 'unit': 'carrots', 'name': ', peeled, chopped'}, {'quantity': '150', 'unit': 'g', 'name': 'sliced pancetta, chopped'}, {'quantity': '3', 'unit': 'garlic', 'name': 'cloves, crushed'}, {'quantity': '125', 'unit': 'g', 'name': 'button mushrooms, sliced'}, {'quantity': '100', 'unit': 'ml', 'name': 'dry white wine'}, {'quantity': '2', 'unit': 'x', 'name': 'Mutti Polpa Finely Chopped Tomatoes 400g'}, {'quantity': '1/2', 'unit': 'tsp', 'name': 'brown sugar'}, {'quantity': '1', 'unit': 'tbsp', 'name': 'Coles Balsamic Vinegar'}, {'quantity': '1', 'unit': 'tbsp', 'name': 'chopped fresh rosemary'}, {'quantity': '1', 'unit': 'bay', 'name': 'leaf'}, {'quantity': '150', 'unit': 'ml', 'name': 'Chicken stock'}, {'quantity': '1', 'unit': 'cup', 'name': 'pitted Kalamata olives'}, {'quantity': None, 'unit': 'Chopped', 'name': 'flat-leaf parsley, to garnish'}]","Heat the oil3 tbsp olive oil in a large casserole dish over medium-high heat. Add the chicken drumsticks6 Chicken Drumsticks, trimmed of excess fat, skin on and chicken thighs6 chicken thighs, trimmed of excess fat, skin on and cook until browned all over. Transfer to a plate and set aside. Add the onion1 large onion, chopped, celery2 celery sticks, chopped, carrot2 carrots, peeled, chopped and pancetta150g sliced pancetta, chopped to the pan and cook over low heat for 5 minutes until the onion softens. Add the garlic3 garlic cloves, crushed and mushrooms125g button mushrooms, sliced and cook for a further minute., Return chicken pieces to the pan, add the wine100ml dry white wine and allow to simmer 1-2 minutes., Add the tomatoes2 x Polpa Finely Chopped Tomatoes 400g, sugar1/2 tsp brown sugar, vinegar1 tbsp Balsamic Vinegar, rosemary1 tbsp chopped fresh rosemary, bay leaf1 bay leaf and stock150ml Chicken stock. Bring to the boil, then reduce heat to low and cook, covered, for 20 minutes, stirring occasionally. Add the olives1 cup pitted Kalamata olives and cook for a further 10 minutes., Transfer chicken to a platter, then reduce the sauce over high heat for 5-6 minutes. After cooking the sauce for 5-6 minutes, pour the sauce over the chicken on the platter. Serve garnished with the parsleyChopped flat-leaf parsley, to garnish.","calories: 689, fat: 49.2g, carbs: 11.1g, protein: 43.9g, servings: 6",https://img.taste.com.au/fvihFR4k/w720-h480-cfill-q80/taste/2010/01/chicken-cacciatore-recipe-198506-1.jpg
Teriyaki tofu with warm udon and seaweed salad,https://www.taste.com.au/recipes/teriyaki-tofu-warm-udon-seaweed-salad/h0E0Rmlm#coral_thread,"[{'quantity': '600', 'unit': 'g', 'name': 'firm tofu, cut crossways into 2cm-thick slices'}, {'quantity': '1/3', 'unit': 'cup', 'name': '(80ml) teriyaki marinade'}, {'quantity': '1', 'unit': 'tbsp', 'name': 'honey'}, {'quantity': '1', 'unit': 'tbsp', 'name': 'rice wine vinegar'}, {'quantity': '1', 'unit': 'tsp', 'name': 'ginger, finely grated'}, {'quantity': '1', 'unit': 'tbsp', 'name': 'sesame oil'}, {'quantity': '440', 'unit': 'g', 'name': 'pkt wok-ready udon noodles'}, {'quantity': '2', 'unit': 'small', 'name': 'carrots, cut into matchsticks'}, {'quantity': '2', 'unit': 'small', 'name': 'Lebanese cucumbers, finely chopped'}, {'quantity': '3', 'unit': 'spring', 'name': 'onions, thinly sliced'}, {'quantity': '1', 'unit': 'nori', 'name': 'sheet, finely shredded'}]","Line a tray with paper towel. Place tofu, in a single layer, on paper towel. Top with more paper towel and press down gently to squeeze out excess moisture., Whisk the teriyaki marinade, honey, vinegar, ginger and half the oil in a bowl. Reserve half the mixture in a jug., Heat the remaining oil in a large frying pan over medium-high heat. Cook the tofu, brushing occasionally with remaining teriyaki mixture, for 2-3 mins each side or until golden., Meanwhile, soak the noodles following packet directions. Drain. Place noodles, carrot, cucumber, spring onion, two-thirds of the nori and the reserved marinade in a bowl. Gently toss to combine., Divide the noodle salad among serving bowls. Top with the tofu and remaining nori.","calories: 632, fat: 13.6g, carbs: 94.7g, protein: 31.4g, servings: 4",https://img.taste.com.au/ZLtF9kg5/w720-h480-cfill-q80/taste/2016/11/teriyaki-tofu-with-warm-udon-and-seaweed-salad-110651-1.jpeg
Mediterranean chicken,https://www.taste.com.au/recipes/mediterranean-chicken-2/5b6f2c88-b6fd-4707-90c2-9711a9a90f9f#coral_thread,"[{'quantity': '2', 'unit': 'tbsp', 'name': 'olive oil'}, {'quantity': '4', 'unit': '(', 'name': '150g each) chicken thigh cutlets, trimmed'}, {'quantity': '1', 'unit': 'medium', 'name': 'brown onion, cut into wedges'}, {'quantity': '1', 'unit': 'red', 'name': 'capsicum, thinly sliced'}, {'quantity': '400', 'unit': 'g', 'name': 'jar arrabbiata pasta sauce'}, {'quantity': '1/2', 'unit': 'cup', 'name': 'pitted kalamata olives'}]","Heat half the oil in a large, deep frying pan over medium-high heat. Cook chicken, turning, for 4 to 5 minutes or until golden. Transfer to a plate., Heat remaining oil in pan. Cook onion and capsicum, stirring, for 3 to 4 minutes or until onion has softened. Return chicken to pan. Add pasta sauce and olives. Season with salt and pepper. Cover. Bring to the boil. Reduce heat to low. Simmer, turning chicken occasionally, for 30 to 35 minutes or until chicken is cooked through.","calories: 379, fat: 29.6g, carbs: 9.6g, protein: 17.1g, servings: 4",https://img.taste.com.au/AvnwxjAP/w720-h480-cfill-q80/taste/2016/11/mediterranean-chicken-75416-1.jpeg
Char kway teow,https://www.taste.com.au/recipes/char-kway-teow-2/c0e32df7-d566-42d6-abec-d40573d83e29#coral_thread,"[{'quantity': '1', 'unit': 'x', 'name': '450g pkt thick fresh rice noodles'}, {'quantity': None, 'unit': 'Peanut', 'name': 'oil, to coat'}, {'quantity': '3', 'unit': 'red', 'name': 'birdseye chillies, thinly sliced'}, {'quantity': '1', 'unit': 'tbsp', 'name': 'peanut oil'}, {'quantity': '2', 'unit': 'garlic', 'name': 'cloves, crushed'}, {'quantity': '2', 'unit': 'small', 'name': 'single chicken breast fillets, thinly sliced'}, {'quantity': '8', 'unit': 'green', 'name': 'medium prawns, peeled leaving tails intact, deveined'}, {'quantity': '3', 'unit': 'green', 'name': 'shallots, ends trimmed, cut into 4cm lengths'}, {'quantity': '2', 'unit': 'tsp', 'name': 'dark soy sauce'}, {'quantity': '2', 'unit': 'tsp', 'name': 'light soy sauce'}, {'quantity': '2', 'unit': 'eggs', 'name': ', lightly whisked'}, {'quantity': '100', 'unit': 'g', 'name': 'bean sprouts'}]","Cook the noodles following packet directions. Drain and transfer to a heatproof bowl. Add a little oil and gently toss to coat the noodles., Place the chilli in a mortar and gently pound with a pestle until finely crushed., Heat the oil in a wok over high heat until just smoking. Add the chilli and garlic and stir-fry for 10 seconds or until aromatic. Add the chicken and stir-fry for 2 minutes or until just cooked through. Add the prawns and stir-fry for 2 minutes or until prawns curl and change colour., Add the noodles, shallot, dark soy sauce and light soy sauce and stir-fry for 2 minutes or until combined. Transfer the noodle mixture to a heatproof bowl. Add the egg to the wok and cook for 30 seconds. Return the noodle mixture to the wok and stir-fry for 1-2 minutes or until egg is just set. Remove from heat. Add bean sprouts and combine. Serve.","calories: 1196, fat: 24.8g, carbs: 186.5g, protein: 48.7g, servings: 2",https://img.taste.com.au/ubG07Ee8/w720-h480-cfill-q80/taste/2016/11/char-kway-teow-27241-1.jpeg
Smoked paprika chicken with warm barley salad,https://www.taste.com.au/recipes/smoked-paprika-chicken-warm-barley-salad/2f6d3b42-f1a4-4b6a-bf4a-b774b8a0a163#coral_thread,"[{'quantity': '1.5', 'unit': 'L', 'name': '(6 cups) cold water'}, {'quantity': '220', 'unit': 'g', 'name': '(1 cup) pearl barley (see note)'}, {'quantity': '2', 'unit': 'tsp', 'name': 'sweet smoked paprika'}, {'quantity': None, 'unit': 'Pinch', 'name': 'of cayenne pepper'}, {'quantity': '2', 'unit': '(about', 'name': '250g each) single chicken breast fillets'}, {'quantity': '250', 'unit': 'g', 'name': 'green beans, topped, cut into 3cm lengths'}, {'quantity': '1', 'unit': 'tbsp', 'name': 'fresh lime juice'}, {'quantity': '2', 'unit': 'tsp', 'name': 'olive oil'}, {'quantity': '1', 'unit': 'small', 'name': 'red capsicum, halved, deseeded, cut into 1cm pieces'}, {'quantity': '4', 'unit': 'shallots', 'name': ', ends trimmed, thinly sliced'}, {'quantity': '3/4', 'unit': 'cup', 'name': 'fresh coriander leaves'}, {'quantity': '90', 'unit': 'g', 'name': '(1/3 cup) low-fat natural yoghurt'}, {'quantity': None, 'unit': 'Lime', 'name': 'wedges, to serve'}]","Place the water and pearl barley in a large saucepan over high heat and bring to the boil. Reduce heat to low and simmer for 30-35 minutes or until tender. Rinse under cold running water. Drain., Meanwhile, combine the paprika and cayenne pepper in a large bowl. Add the chicken and toss to lightly coat. Preheat a chargrill on medium-high. Add the chicken and cook for 5 minutes each side or until just cooked through., Cook the beans in a saucepan of lightly salted boiling water for 2 minutes or until bright green and tender crisp. Rinse under cold running water. Drain., Whisk together the lime juice and oil in a small bowl. Combine the pearl barley, beans, lime juice mixture, capsicum, shallot and 1/2 cup of coriander in a large bowl. Season with pepper., Thinly slice the chicken across the grain. Divide the salad among serving plates. Sprinkle with the remaining coriander and top with the chicken. Serve with yoghurt and lime wedges.","calories: 425, fat: 7.0g, carbs: 55.0g, protein: 36.9g, servings: 4",https://img.taste.com.au/g6EWCWZT/w720-h480-cfill-q80/taste/2016/11/smoked-paprika-chicken-with-warm-barley-salad-50576-1.jpeg
"Snow pea, asparagus and tofu stir fry",https://www.taste.com.au/recipes/snow-pea-asparagus-tofu-stir-fry/5b796512-5161-483f-9eff-1bb7473f8478#coral_thread,"[{'quantity': '1', 'unit': 'tbsp', 'name': 'peanut oil'}, {'quantity': '1', 'unit': 'clove', 'name': 'garlic, chopped'}, {'quantity': '1', 'unit': 'tsp', 'name': 'finely grated ginger'}, {'quantity': '1', 'unit': 'bunch', 'name': 'asparagus, trimmed and cut into 5cm lengths'}, {'quantity': '1', 'unit': 'large', 'name': 'zucchini, sliced diagonally'}, {'quantity': '75', 'unit': 'g', 'name': 'snow peas, trimmed'}, {'quantity': '1', 'unit': 'bunch', 'name': 'baby bok choy, roughly chopped'}, {'quantity': '250', 'unit': 'g', 'name': 'packet firm tofu, drained and sliced'}, {'quantity': '2', 'unit': 'tbsp', 'name': 'oyster sauce'}, {'quantity': None, 'unit': 'steamed', 'name': 'rice, to serve'}]","Heat the oil in a wok or a large non stick frying pan over high heat. Add the asparagus and zucchini and cook for 5 minutes until tender. Add the garlic, ginger, snow peas and bok choy and cook for a further 2 minutes or until bok choy is wilted. Stir through the tofu and oyster sauce and cook for another minute or until the tofu is warmed through. Serve with steamed rice.","calories: 143, fat: 7.5g, carbs: 10.1g, protein: 10.6g, servings: 4",https://img.taste.com.au/mxKAfq2W/w720-h480-cfill-q80/taste/2016/11/snow-pea-asparagus-and-tofu-stir-fry-29015-1.jpeg
